file_id,section,sentence,predicted_labels
10216808,study design,"Patients were eligible for the study if they had essential hypertension defined as between 95 and 114mmHg SitDBP, were at least 18 years old and gave their informed consent.",['4a']
10216808,study design,"Patients were not eligible if they had secondary forms of hypertension, average sitting systolic blood pressure (SitSBP) > 200 mmHg, uncorrected advanced atrioventricular conduction defects, ventricular tachyarrhythmias, bradycardia, myocardial infarct or cerebrovascular accident in the last 90 days or were receiving treatment for congestive heart failure or angina.",['4a']
10216808,study design,"Additional exclusion criteria were applied to prevent interference with the assessment of cough; therefore patients with emphysema, chronic bronchitis, asthma with cough or an upper respiratory infection within two weeks of screening were excluded.",['4a']
10216808,statistical analysis,"For the categorical variables of cough incidence, cough severity and response rate within the overall study, comparisons between the eprosartan and enalapril regimens during the double-blind periods were performed using a Cochran-MantelHaenszel (CMH) statistic adjusting for centre interaction with regimen, which was assessed with the Breslow-Day test (PROC FREQ in SAS) .",['12a']
10216808,statistical analysis,"For vital signs, an analysis of variance was performed at each visit, which included terms for centre medication regimen and regimen-by-centre interaction.",['12a']
10216808,statistical analysis,"If the latter was not significant ( p > 0.10), it was removed from the model.",['0']
10216808,statistical analysis,"The CMH statistics were calculated controlling for subgroups of age, sex and race, provided adequate patient numbers were available.",['0']
10225245,subject,"Eligible subjects were 1,135 patients who had been referred by their general practitioners to the cardiology clinic of the Leiden University Hospital or the Diaconessenhuis Hospital between 1992 and the first months of 1996 and who had received a discharge diagnosis of noncardiac chest pain.",['4a']
10225245,subject,The study was approved by the medical ethics committees of both hospitals.,['0']
10225245,subject,"Patients were contacted by mail and asked about the presence, frequency, and severity of noncardiac chest pain, and their interest in further treatment.",['0']
10225245,subject,Those who reported at least weekly complaints of noncardiac chest pain and expressed an interest in treatment were invited for a screening interview.,['6a']
10225245,subject,"Patients 18 to 75 years old with chest pain as the main complaint, who had a normal cardiovascular system according to a cardiologist, and who provided informed consent were eligible.",['4a']
10225245,subject,"Exclusion criteria were proven coronary artery disease or myocardial ischemia, as demonstrated by coronary angiography, exercise testing, laboratory examination, electrocardiogram, or chest x-ray; a history of typical angina pectoris; insufficient fluency in Dutch; current psychiatric treatment for noncardiac chest pain; current diagnosis of an organic mental syndrome; psychotic disorder; major depression; bipolar disorder; or use of psychoactive substances (excluding nicotine) within 3 months before study entry.",['4a']
10225245,assessment,"The Anxiety Disorder Interview Schedule (ADIS-R) (25, 26) was used during screening to establish the following Diagnostic and Statistical Manual of Mental Disorders, third revised edition (DSM-IIIR; 27) categories: anxiety disorders, mood disorders, somatoform disorders, psychotic disorders, alcohol and drug abuse, and use of medications.",['0']
10225245,assessment,Panic disorder and hypochondriasis were adjusted to DSM-IV (fourth edition) diagnostic criteria (28) .,['0']
10225245,assessment,"A chest pain diary (29) was used to measure the frequency, duration, and intensity of chest pain.",['6a']
10225245,assessment,"Each day, patients were asked to rate whether they had chest pain and to indicate its duration and intensity.",['0']
10225245,assessment,"For each week, the total number of chest pain episodes and the mean intensity and duration were calculated.",['0']
10225245,assessment,The Hospital Anxiety and Depression Scale (HADS) (30) was used to assess anxiety and depression.,['6a']
10225245,assessment,The Dutch version of this questionnaire has a reliability and validity that are satisfactory to good (31) .,['0']
10225245,assessment,"Several sections of the RAND 36-item Health Survey (SF-36; 32,33) were used: physical limitations, problems with work, limitations in social activities, and limitations due to emotional problems.",['0']
10225245,assessment,Higher scores indicate better function.,['0']
10225245,assessment,"At 12-month follow-up, patients were asked how many times during the previous 12 months they had visited their general practitioner for noncardiac chest pain or any other new complaint; whether they had received medication for their noncardiac chest pain or other complaints; and whether they had been referred to a specialist for their noncardiac chest pain.",['6a']
10225245,assessment,The same questions were sent to their general practitioners for a reliability check.,['0']
10225245,design,Eligible patients who met inclusion and exclusion criteria were randomly assigned to the treatment or control group using a system of sealed envelopes prepared by random number generation.,['8a']
10225245,design,Those assigned to the control group received usual care and were free to use health resources as they saw fit.,['0']
10225245,design,They were seen in the cardiology clinic for the follow-up assessments 6 months and 12 months after the baseline interview.,['6a']
10225245,design,"The treatment group received cognitive-behavioral therapy that consisted of 4 to 12 weekly sessions of 45 to 60 minutes, depending on the severity of the patient's problem.",['5']
10225245,design,The final one or two sessions were monthly instead of weekly.,['0']
10225245,design,The maximum duration of therapy was 6 months.,['0']
10225245,design,"Treatment was modeled after cognitive-behavioral therapy for panic (18), hypochondriasis (16), and unexplained physical symptoms (34) .",['0']
10225245,design,Each patient received written information about the therapy model and treatment procedures.,['0']
10225245,design,"The handout discussed alternative explanations, related factors, and possible consequences of their complaints.",['0']
10225245,design,The therapists were a physician with basic training in cognitive-behavioral therapy and a senior psychologist trained in cognitive-behavioral therapy.,['0']
10225245,design,Treatment was based on a detailed manual describing the procedures and techniques.,['0']
10225245,design,The first sessions took place at the cardiology clinic.,['0']
10225245,design,"In the first session, attention was paid to the physical symptoms, the results of medical investigations, and how patients dealt with their noncardiac chest pain.",['0']
10225245,design,Helpful coping strategies were identified by questionnaires and or diaries.,['6a']
10225245,design,"From the start of treatment, it was emphasized that the complaints were real, but that this did not necessarily prove that they were caused by a serious somatic illness.",['0']
10225245,design,"During sessions 2 to 4, patients were taught breathing and relaxation training to counter the physical consequences of noncardiac chest pain, such as hyperventilation.",['0']
10225245,design,Breathing training as well as progressive and suggestive muscle relaxation were introduced.,['0']
10225245,design,"A reduction in chest pain was implicated in the cognitive model (""What does the fact that relaxation helps you tell you about the cause of your chest pain?"").",['0']
10225245,design,Subsequent sessions emphasized identifying and challenging irrational beliefs about the cause of noncardiac chest pain.,['0']
10225245,design,"At this stage of treatment, catastrophic misinterpretations of physical sensations were directly addressed.",['0']
10225245,design,"Diaries were used, enabling patients to identify irrational beliefs.",['0']
10225245,design,Patients were encouraged to examine the evidence for their beliefs and to look for information to test that evidence.,['0']
10225245,design,"For example, patients were encouraged to search for information in medical encyclopedias about the symptoms of a heart attack.",['0']
10225245,design,Sessions 8 and on involved behavioral experiments and management of any maintaining factors.,['0']
10225245,design,Behavioral experiments were used to challenge any remaining negative thoughts.,['0']
10225245,design,"For example, some patients were afraid to exert themselves because they thought that high heart rates would lead to heart failure.",['0']
10225245,design,"After these beliefs had been challenged, patients were encouraged to exert themselves and to investigate whether the feared consequences actually occurred.",['0']
10225245,design,Attention was given to dealing with possible stress-inducing behavior or circumstances.,['0']
10225245,design,The last two monthly sessions were used to prepare for future difficult situations.,['0']
10225245,design,Treatment was discontinued when both patient and therapist concluded that fears and doubts about chest pain had diminished and when frequency of pain episodes had been reduced.,['0']
10225245,statistical analysis,Baseline differences between patients were analyzed with t tests and chi-square tests as appropriate.,['12a']
10225245,statistical analysis,Treatment results were analyzed with two (group) by three (time) general linear model repeated measures procedures.,['12a']
10225245,statistical analysis,"When there were significant group-by-time interaction effects, a general factorial procedure was performed to identify differences in efficacy between the groups; baseline scores served as covariates.",['12a']
10225245,statistical analysis,"All tests were two tailed, with P 0.05 considered to be statistically significant.",['12a']
10225245,statistical analysis,Continuous variables are reported as means SD.,['12a']
10204735,patient,"Forty otherwise healthy American Society of Anesthesiologists physical status category I (ASA I) patients, not using analgesics, who were to undergo arthroscopic examination and/or surgery due to knee joint pathology, participated in the study.",['4a']
10204735,patient,"The patients were asked consequently, as they were admitted to the clinic during the study period.",['0']
10204735,patient,Patients of either sex with an age 18 years were included.,['4a']
10204735,patient,Only patients fulfilling above criteria were accepted into the study.,['0']
10204735,patient,The patients had no history of adverse reactions to opioids and local anaesthetics.,['4a']
10204735,patient,Ten patients were included in each of four treatment groups.,['0']
10204735,patient,"The study was approved by the local Ethics Committee of the Karolinska Hospital, Stockholm, Sweden.",['0']
10204735,protocol outline,This was a randomized (computer assisted random generated list) double-blind controlled study.,['3a']
10204735,protocol outline,"The forty patients were randomly allocated to one of four treatment groups and given either 50, 100 or 200 mg pethidine, or 250 mg prilocaine i.a.",['5']
10204735,protocol outline,before knee joint surgery.,['0']
10204735,protocol outline,"The patients assessed pain, nausea and tiredness, using a visual analogue scale (VAS) before (i.e.",['6a']
10204735,protocol outline,prior to i.a.,['0']
10204735,protocol outline,"injection), during and following the operation.",['0']
10204735,protocol outline,All measurements were collected by the study nurse or attending anaesthesiologist (authors A.S. or L.W).,['6a']
10204735,protocol outline,"In all patients venous blood plasma and synovial fluid was sampled at regular intervals following the injection in order to determine the pharmacokinetic disposition of pethidine and norpethidine during and after the surgical procedure The details of the protocol are described below as preoperative, intra-operative, and post-operative procedures.",['0']
10204735,preoperative procedure,"Pre-operative pain intensity at rest and following active flexion (90°) was evaluated using a VAS, which was also used for recording nausea and tiredness.",['6a']
10204735,preoperative procedure,"The VAS consisted of a 10 cm long horizontal line with the following anchor words; 'no pain', ↔ 'worst pain ever', 'no nausea' ↔ 'vomiting' and 'no tiredness' ↔ 'asleep'.",['0']
10204735,preoperative procedure,A venous catheter was inserted in a forearm vein and a blood sample was collected for analysis of pethidine and norpethidine.,['0']
10204735,preoperative procedure,Following the examination by the orthopaedic surgeon the patients were admitted to the operating room.,['0']
10204735,preoperative procedure,"All patients received subcutaneous local anaesthetics, totalling 20 ml prilocaine (5 mg/ml) + adrenaline (4 m/ml) administrated at the three standard arthroscopic portals (see arthroscopic technique).",['5']
10204735,preoperative procedure,"The patients were randomized into one of four groups, each containing ten patients.",['0']
10204735,preoperative procedure,"Group P50 received 50 mg pethidine, group P100 received 100 mg pethidine and group P200 received 200 mg pethidine, injected i.a.",['5']
10204735,preoperative procedure,all in a total volume of 50 ml saline.,['0']
10204735,preoperative procedure,Group PC received 50 ml prilocaine (5 mg/ml) + adrenaline (4 mg/ml) i.a..,['5']
10204735,preoperative procedure,The syringes were prepared by an independent nurse who did not participate further in the study.,['0']
10204735,preoperative procedure,"All drug containing syringes looked identical, and all injections were performed by the surgeon being unaware of what was injected.",['11b']
10204735,preoperative procedure,"The resting period, i.e.",['0']
10204735,preoperative procedure,the time between the i.a.,['0']
10204735,preoperative procedure,injection of the drug to be tested (time 0) and the start of the arthroscopy was at least 20 min.,['0']
10204735,preoperative procedure,Standard procedures were followed in preparing the patient for surgery.,['0']
10204735,preoperative procedure,"All patients were monitored in the operation room using ECG, pulse oximetry and noninvasive systolic/diastolic blood pressure recording.",['0']
10204735,intraoperative procedure,Immediately before the start of the surgery 10 ml samples of synovial fluid were collected for pethidine and norpethidine directly through the arthroscope as soon as it had been placed in the joint cavity.,['0']
10204735,intraoperative procedure,During surgery the patients reported pain intensity and discomfort using the VAS with the following anchor words: 'not unpleasant' ↔ 'extremely unpleasant'.,['0']
10204735,intraoperative procedure,"The patients were instructed to rate the pain intensity and unpleasantness separately on specific occasions during surgery, i.e.",['0']
10204735,intraoperative procedure,"(1) on penetration of skin and joint capsule by the arthroscope, (2) during filling of the joint with Ringer's acetate and (3) on manipulation of synovium/capsule, meniscus, cruciate ligament and cartilage/bone.",['0']
10204735,intraoperative procedure,"In case of intra-operative pain and discomfort (VAS 30) the patients received iterative doses (250 mg) of alfentanil (to reduce pain) or midazolam 1,0 mg (to reduce discomfort) intravenously.",['5']
10204735,intraoperative procedure,In case of ongoing severe pain despite treatment (continuous VAS 50 or on patients direct request) they received general anaesthesia at the discretion of the anaesthesiologist.,['0']
10204735,intraoperative procedure,General anaesthesia was induced and maintained with intravenous propofol and inhaled nitrous oxide in oxygen (60:40) and the patients breathed spontaneously via a face mask airway.,['5']
10204735,intraoperative procedure,At the end of surgery 10 ml samples of synovial fluid were collected and following the arthroscopy the patients returned to the day care ward.,['0']
10204735,intraoperative procedure,A standard 5-mm arthroscope was used in combination with a pressure-monitored continuous irrigation system.,['0']
10204735,intraoperative procedure,"Standard anterolateral and anteromedial portals were used, and an outflow cannula was placed through a separate supralateral incision.",['0']
10204735,intraoperative procedure,The arthroscope was connected to a Storz video camera and displayed on a monitor.,['0']
10204735,intraoperative procedure,No tourniquet was used in any procedure.,['0']
10204735,postoperative procedure,"At the day care ward the patients stayed up to 4 h. Pain intensity, nausea and tiredness were recorded using the VAS at regular intervals at the same time as the blood samples were collected (20, 40, 60, 80, 140, 200 min after the i.a.",['0']
10204735,postoperative procedure,injection of the drug to be tested).,['0']
10204735,postoperative procedure,"If requested or if pain exceeded VAS 30, the patients received a tablet of 100 mg dextropropoxyphene and two tablets of 500 mg paracetamol.",['5']
10204735,postoperative procedure,The patients were discharged according to common clinical criteria.,['0']
10204735,postoperative procedure,"The assessment with VAS was repeated at 4, 5, 6 and 12 h after the injection and following 2 days at 0800, 1200 and 2000 h. All patients were provided with a set of tablets containing 500 mg paracetamol tablets and one set containing 50 mg dextropropoxyphene tablets.",['5']
10204735,postoperative procedure,"They were instructed to use, when needed, 1000 mg paracetamol and 50 mg dextropropoxyphene (1-4 times/day).",['5']
10204735,postoperative procedure,Some patients (n = 17) were prescribed 50 mg diclofenac tablets to be taken three times a day from day 2 at the discretion of the orthopaedic surgeon in case of synovitis or arthrosis.,['5']
10204735,postoperative procedure,Adverse effects and the need for analgesics were recorded in the patients diary.,['6a']
10204735,postoperative procedure,All patients were contacted on telephone by the anaesthesiologist the day after surgery for an interview regarding post-operative pain and adverse effects.,['6a']
10204735,postoperative procedure,The patients sent their diary by mail following the 3 day observation period.,['0']
10204735,determination of pethidine and norpethidine in plasma and synovial fluid,"The synovial fluid of the knee joint is contained in the joint itself as well as in connecting spaces as the suprapatella, gastrocnemius and semimbranosus bursae ( Russell et al., 1978; Zidorn and Schäfer, 1992) .",['0']
10204735,determination of pethidine and norpethidine in plasma and synovial fluid,"The total volume of synovial fluid in a normal knee joint has been estimated to about 0.5-4 ml (McCarty, 1979; Geborek et al., 1988) .",['0']
10204735,determination of pethidine and norpethidine in plasma and synovial fluid,None of our patients had signs of inflammation or joint swelling which could have increased the synovial fluid volume.,['0']
10204735,determination of pethidine and norpethidine in plasma and synovial fluid,"We therefore, assume that they all had normal joint volumes.",['0']
10204735,determination of pethidine and norpethidine in plasma and synovial fluid,The injection volume was 50 ml in all patients.,['0']
10204735,determination of pethidine and norpethidine in plasma and synovial fluid,"The theoretical starting concentrations of pethidine in synovial fluid in our patients were therefore 1, 2 and 4 mg/ml, respectively, assuming complete mixing.",['0']
10204735,determination of pethidine and norpethidine in plasma and synovial fluid,Blood samples (5 ml) were collected through an indwelling venous catheter before surgery about 5 min before the i.a.,['0']
10204735,determination of pethidine and norpethidine in plasma and synovial fluid,"injection (time 0) and at 20, 40, 60, 80, 140 and 200 min after the injection.",['0']
10204735,determination of pethidine and norpethidine in plasma and synovial fluid,The heparinized samples were cooled and within 1 h separated by centrifugation and then frozen at −80°C.,['0']
10204735,determination of pethidine and norpethidine in plasma and synovial fluid,Through the arthroscope 10 ml samples of synovial fluid were collected at the start and at the end of the surgery and immediately frozen at −80°C.,['0']
10204735,determination of pethidine and norpethidine in plasma and synovial fluid,"The concentration of pethidine and norpethidine were determined according to an earlier described method ( Nissen et al., 1997 ).",['0']
10204735,determination of pethidine and norpethidine in plasma and synovial fluid,Aliquots of plasma or synovial fluid (0.5 ml) were extracted with toluene (for pethidine) or with methylene chloride (for norpethidine) followed by derivatization with trichlorethyl chloroformate and determination by gas chromatography with a tritium electron capture detector.,['0']
10204735,determination of pethidine and norpethidine in plasma and synovial fluid,The between-day interassay coefficient of variance was 2.2% for pethidine (n = 18) and 5.3% for norpethidine (n = 18).,['0']
10204735,determination of pethidine and norpethidine in plasma and synovial fluid,The limit for detection was 5 ng/ml for pethidine and 1 ng/ml for norpethidine.,['0']
10204735,statistical analysis,"Data were analyzed using standard methods such as Student's t-test for dependent samples, chi-square test, one-and two-way ANOVA (followed by Scheffé's post-hoc test or Newman-Keuls' test), Kruskal-Wallis' test (Krus-W), Mann-Whitney's U-test (MWU), Spearman's correlation coefficient.",['12a']
10204735,statistical analysis,Data are expressed as mean values with 95% confidence intervals (95% CI).,['0']
10204735,statistical analysis,A P-value less than 0.05 was considered significant.,['0']
10216048,method,Children with bilateral cataracts significantly aVecting vision had one eye randomised to undergo either a lensectomy procedure or an aspiration with a primary capsulotomy.,['0']
10216048,method,The second eye automatically had the alternative procedure.,['0']
10216048,method,Each child therefore had a different procedure on each eye.,['0']
10216048,method,Children were randomly assigned treatment both to the eye to be operated on first and the procedure to be performed (aspiration or lensectomy).,['0']
10216048,method,"Allocation was concealed in opaque, sealed envelopes and the randomisation was generated by computerised random number software (SAS).","['10', '8b']"
10216048,method,"To be eligible for inclusion in the trial children had to be aged 0-10 years inclusive, live in the state of Tamil Nadu or the neighbouring state of Kerala, and have bilateral symmetrical cataracts, both requiring surgery, and each eye amenable to lensectomy or aspiration with a primary posterior capsulotomy.",['4a']
10216048,method,If the visual acuity was measurable then the acuity in each eye had to be within 0.3 log MAR units of the other.,['0']
10216048,method,"Ill or underweight children, at increased risk from general anaesthesia, those with mental retardation, so that postoperative acuity would be diYcult to accurately determine, and those with pre-existing ocular diseases were excluded.",['4a']
10216048,method,The primary aim was to determine which procedure gave the best long term (minimum 3 year follow up) visual outcome.,['0']
10216048,method,"Secondary objectives were to define the frequency and cause of operative, early postoperative, and late complications in the two techniques and to compare secondary surgical intervention rates within 3 years of the initial procedure.",['6a']
10216048,method,The study has been designed to continue follow up for 10 years in order to determine the incidence of glaucoma and other late complications such as retinal detachment.,['0']
10216048,method,"Children were recruited from the Aravind Eye Hospital paediatric eye clinic in Tamil Nadu, south India.",['4b']
10216048,method,Informed consent was obtained from all parents and the study protocol was approved by the ethics committee of the Aravind Eye Hospital and the Government of India Medical Research Council.,['0']
10216048,preoperative and postoperative examination,Whenever possible children were examined on the slit lamp microscope and by direct and indirect ophthalmoscopy after pupil dilatation.,['0']
10216048,preoperative and postoperative examination,If slit lamp examination was not possible a torch and loupe was used.,['0']
10216048,preoperative and postoperative examination,Intraocular pressures were measured using the Keeler Pulsair or Goldmann tonometer.,['0']
10216048,preoperative and postoperative examination,Children who appeared systemically unwell or who had other physical abnormalities were examined by a paediatrician and an anaesthetist.,['6a']
10216048,preoperative and postoperative examination,Cataracts were photographically documented by a camera mounted on the operating microscope.,['0']
10216048,preoperative and postoperative examination,"Visual acuity was measured using Keeler acuity cards, CardiV cards, Cambridge crowding cards, or Snellen acuity charts depending on the child's age, vision, and ability.",['0']
10216048,preoperative and postoperative examination,A visual function battery was used in infants with very poor vision.,['0']
10216048,preoperative and postoperative examination,4 All acuity measurements were converted to log MAR units for data entry and analysis.,['6a']
10216048,preoperative and postoperative examination,A single trained examiner who was masked to the treatment performed all visual acuity tests.,['11a']
10216048,preoperative and postoperative examination,Children were refracted by a trained optometrist before discharge and at each outpatient follow up appointment.,['0']
10216048,preoperative and postoperative examination,Complications were recorded on a customised proforma: iritis was defined as being present if there were more than 50 cells visible in a 2 × 1 mm slit beam at 45 degrees of oblique illumination.,['0']
10216048,preoperative and postoperative examination,"Opacification of the posterior capsule (PCO) was classified into three types: type 1, PCO not seen in the central visual axis, but seen through a dilated pupil with direct ophthalmoscopy giving a clear view of the fundus; type 2, PCO seen in the central visual axis in an undilated pupil, fundus details only minimally obscure; type 3, PCO is seen in the central visual axis in an undilated pupil, fundus details cannot be clearly made out.",['0']
10216048,preoperative and postoperative examination,Glaucoma was recorded if the intraocular pressure (IOP) was >21 mm Hg and the optic disc showed signs of progressive cupping or if the IOP was consistently higher than 26 mm Hg.,['6a']
10216048,preoperative and postoperative examination,"To ensure adequate follow up a series of incentives was used which included free treatment including spectacles, travel expenses for all visits, and reimbursement for lost parental earnings.",['0']
10216048,preoperative and postoperative examination,Parents were contacted by post 2 weeks before each visit became due.,['0']
10216048,preoperative and postoperative examination,If they failed to turn up a second letter was sent.,['0']
10216048,preoperative and postoperative examination,"Parents and children who failed to turn up after the second letter, were traced by a social worker and personally asked to return to the hospital.",['0']
10216048,surgical procedure,"All surgery was performed under general anaesthesia by a single paediatric ophthalmologist (PV), who was experienced with both surgical procedures.",['0']
10216048,surgical procedure,"Preoperatively, pupils were dilated with phenylephrine 2.5% and cyclopentolate 1%.",['0']
10216048,surgical procedure,"The ocular adnexa and skin surrounding the eye were cleaned with 5% povidone-iodine, the surgical field draped with sterile towels, and the eye irrigated with sterile saline solution.",['0']
10216048,surgical procedure,A lid speculum was inserted and a superior rectus suture attached.,['0']
10216048,surgical procedure,Lensectomy technique A small conjunctival flap was created and a 3 mm limbal incision was made.,['0']
10216048,surgical procedure,"A peripheral iridectomy was created and an MVR blade passed through the iridectomy, cutting the capsule and mobilising the lens material.",['0']
10216048,surgical procedure,The lensectomy cutter (Peyman Vitreophage) was inserted and the entire lens contents removed along with a portion of the anterior vitreous.,['0']
10216048,surgical procedure,The anterior chamber was maintained with Ringer's solution.,['0']
10216048,surgical procedure,"The section was closed with two 10-0 nylon sutures, which were not routinely removed, and gentamicin 5 mg was injected subconjunctivally into the lower fornix.",['5']
10216048,surgical procedure,Aspiration technique A small conjunctival flap was created and a 3 mm limbal incision was made.,['0']
10216048,surgical procedure,"An irrigating cystotome was inserted into the anterior chamber and a circular ""can opener"" type capsulotomy produced.",['0']
10216048,surgical procedure,Ringer lactate solution was used as the intraocular irrigating solution.,['0']
10216048,surgical procedure,A Simcoe irrigation aspiration cannula was used to remove the lens material.,['0']
10216048,surgical procedure,A superior peripheral iridectomy was produced and the section closed with two 10-0 nylon sutures.,['0']
10216048,surgical procedure,"The cystotome on the end of a syringe of air was re-inserted into the eye through the same incision between the sutures and after filling the chamber with air, a small perforation in the posterior capsule at the six o'clock position was made.",['0']
10216048,surgical procedure,"With the anterior chamber maintained with air to keep the vitreous face back, the cystotome tip was turned slightly to one side and the posterior capsule drawn up leaving a central opening.",['0']
10216048,surgical procedure,Gentamicin 5 mg was injected subconjunctivally into the lower fornix.,['5']
10216048,surgical procedure,A combination of gentamicin 0.3% and Betnesol 1.5% were normally given four times a day to the operated eye after the first postoperative examination.,['0']
10216048,surgical procedure,Surgery was performed on the second eye during the same admission whenever possible.,['0']
10216048,surgical procedure,The first eye was not occluded in the interval between operation on the first and second eye.,['0']
10216048,surgical procedure,Children were refracted and given aphakic spectacles after surgery had been completed to both eyes.,['0']
10216048,study end point and statistical analysis,"The study was designed with matched pairs, so that results were compared between eyes of the same child.",['0']
10216048,study end point and statistical analysis,The 2 test was used to compare binary aspects of patient data.,['12a']
10216048,study end point and statistical analysis,The significance level was set at p<0.05.,['0']
10216048,study end point and statistical analysis,McNemar's 2 test and the paired t test were used to analyse matched pair data.,['12a']
10216048,study end point and statistical analysis,5 Two way analysis of variance (ANOVA related sample comparison) was performed to compare visual acuity expressed as log MAR scores between the two eyes as well as to assess acuity change over time.,['12a']
10216048,study end point and statistical analysis,Results were analysed on an intention to treat basis even if it was not possible to complete the randomised procedure as planned.,['0']
10230190,patient,C h ildre n wer e referred for partial hosp ital izat ion (Su m me r ' Ii-eatment a nd En rich m ent Pro gram or STEP) because of their fa ilu re to respond to less int en sive o u tpa tie nt tre atm ent.,['0']
10230190,patient,"Twenry-rwo n 1% ) of the 7 0 patients met criteria for ADHD a nd either oppositional defiant d iso rder (O D D ) o r conduct disorder (CD) and srudv cr ite ria (age 7-13, no other medi cations, asse nt /co nsent) : 16 (73 °/(,)' of these par icn rs co m plet ed the study.",['4a']
10230190,patient,"Of the (, wh o did not complete the st udy, :2 we re h o spitali zed at th e b eg inning o f treatm ent fo r escalat ing aggressive and unmanageable behavior (o ne o n day 3 .",['0']
10230190,patient,"the o the r o ne day 7 ), 2 were removed for ser iou s side effects in the first week, and 2 later declined to rake MPH.",['0']
10230190,patient,Those who co m pleted and J.,['0']
10230190,c o m bine d t reat m en t o f a d h d,those who d id not complete th e study did not differ sign ificantly in age.,['0']
10230190,c o m bine d t reat m en t o f a d h d,"gender, d iagnosti c status , welfare sta t us .",['0']
10230190,c o m bine d t reat m en t o f a d h d,El mi ly co ns tel latio n .,['0']
10230190,c o m bine d t reat m en t o f a d h d,o r rarings on th e abb revia ted In aucnti ve/ O vcr acti vc (IO \VA/ C o lllll:rs) scal e (Co n ne rs.,['0']
10230190,c o m bine d t reat m en t o f a d h d,"196 'J) a nd C h ild Behavior C h ec k lis t (C BeLl (Ac he n bach a nd Edelbrock , I'JI\3 ).",['0']
10230190,c o m bine d t reat m en t o f a d h d,"with one exce p tio n. C h ild ren wh o co m p leted the st ud y had h igher scores rh an those wh o did not complete th e stu d y on the Artenrional Problems subsca]e (mean = 7 2.0 , SO = 4.",['0']
10230190,c o m bine d t reat m en t o f a d h d,1 versus mean = 64 .,['0']
10230190,c o m bine d t reat m en t o f a d h d,"1, SO = 11 .2 : ',<= -2.29.",['0']
10230190,c o m bine d t reat m en t o f a d h d,/' < .0 ') .,['0']
10230190,c o m bine d t reat m en t o f a d h d,No ne of these ch ildren had been include d in our p rior stu dy (Buksrcin and Kolk o.,['0']
10230190,c o m bine d t reat m en t o f a d h d,199 8 ) .,['0']
10230190,c o m bine d t reat m en t o f a d h d,"All 16 c hi ld re n wh o complet ed th e st udy wer e boys who met DSM -III-R Axis I criteria for ADHLJ , o f wh om 7 (4 4'}{,) and 9 (56 %) had cumorb id C D and O D D , respectivel y, based o n mutualIy exclusive di agnosti c groupi ngs.",['0']
10230190,c o m bine d t reat m en t o f a d h d,Seven ch ild ren (4 4%) had a third Axis I disorder.,['0']
10230190,c o m bine d t reat m en t o f a d h d,as foll ow s: 3 had a n a nxi ety d iso rder.,['0']
10230190,c o m bine d t reat m en t o f a d h d,2 had major depressive d isorder.,['0']
10230190,c o m bine d t reat m en t o f a d h d,a nd 1 eac h h ad d ysth ymi a and inte rm it ten t ex plosive di sorder.,['0']
10230190,c o m bine d t reat m en t o f a d h d,One ch ild (6(Y<.),['0']
10230190,c o m bine d t reat m en t o f a d h d,had a developmental art iculation d isorder o n Axis II.,['0']
10230190,c o m bine d t reat m en t o f a d h d,an d 2 had a diagnos is of asthma on Axis III.,['0']
10230190,c o m bine d t reat m en t o f a d h d,The mean Axis IV raring was 2.,['0']
10230190,c o m bine d t reat m en t o f a d h d,7 (2-4; SD = 0.6).,['0']
10230190,c o m bine d t reat m en t o f a d h d,"a nd me an Axis V score was 63 (SO = 5.1 ), with 5 c h ild ren Elilin g ar or bel ow a score of 60 .",['0']
10230190,c o m bine d t reat m en t o f a d h d,The boys ran ged in age from 6 .9 to 12.9 yea rs (mea n = 9 .6 .,['0']
10230190,c o m bine d t reat m en t o f a d h d,SO = 1.9 ).,['0']
10230190,c o m bine d t reat m en t o f a d h d,Twelv e (75 % ) chi ld re n were Afr ican-American.,['0']
10230190,c o m bine d t reat m en t o f a d h d,All child ren resid ed in Allegheny Co u n ty: U chi ldre n (1\I % ) also resid ed in the ciry o f Pittsburgh .,['0']
10230190,c o m bine d t reat m en t o f a d h d,"Three c hi ld ren (19 % ) lived wi t h on e or both b iological pareI1ls, 6 (38 %) wirh gr andparcnrs, 4 (2') % ) w ith nonrelati vcs, 2 (13%) wirh foster m others, a nd 1 (Cl% ) wirh a n aun t. Appro xim atel y o ne half (44%) of t he bmilies recei ved welf are , The ove rall per ceI1lage of ho useholds with inco mes fillling bel ow th e P0Vl'rt)"" level for th e neighborhoods in thi s stu dy (mea n = 19.6% , SD = 5.6 : ra ng e = 2 .2-.U.",['0']
10230190,c o m bine d t reat m en t o f a d h d,l) exceeded the m ean fo r Alleghe ny COUI1lY (11.,['0']
10230190,c o m bine d t reat m en t o f a d h d,2% ).,['0']
10230190,treatment program,The STEP program was a 5-day/week.,['0']
10230190,treatment program,8-ho u r/d ay p rogram (8:00 A.M .,['0']
10230190,treatment program,to .,['0']
10230190,treatment program,"): 00 1'.,\1.)",['0']
10230190,treatment program,consis ting of hourly.,['0']
10230190,treatment program,"st ru ctu red therap eutic, educat ional.",['0']
10230190,treatment program,"and recre at ion al act ivities (e.g ., skills g ro u p , classroom.",['0']
10230190,treatment program,"enrichment, gym ).",['0']
