,PMCID,sentence_id,CONSORT_Item,labels,section,text
228,PMC3028347,S113,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Funding and role of the sponsor.,"monitoring of the study, measurement and adjudication of study end points, and statistical analyses were performed by the authors without sponsor involvement."
229,PMC3028347,S114,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Funding and role of the sponsor.,the manuscript was drafted by the principal investigator and revised by the coauthors.
230,PMC3028347,S36,['4a'],"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Study sample.,"obese children, aged 6–12 years, recruited through newspaper advertisements and letters to physicians, were eligible if they had bmi ≥95th percentile according to the centers for disease control and prevention 2000 growth charts for the united states; were prepubertal or early pubertal (defined as breast tanner stage i–iii for girls; testes <8 ml for boys); and had fasting hyperinsulinemia, defined as fasting insulin ≥15 μu/ml, the 99th percentile for fasting insulin among 224 nonobese 6- to 12-year-old children studied as outpatients at the national institutes of health (nih) with the same insulin assay (unpublished data)."
231,PMC3028347,S37,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Study sample.,this cut point is also consistent with some prior adult data (41).
232,PMC3028347,S38,['4a'],"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Study sample.,"children were excluded if they had impaired fasting glucose, were diabetic, or reported a diagnosed renal, cardiac, endocrine, pulmonary, or hepatic disease that might alter body weight."
233,PMC3028347,S39,['4a'],"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Study sample.,subjects were excluded for baseline creatinine >1 mg/dl and for alanine aminotransferase (alt) or aspartate aminotransferase (ast) that exceeded 1.5 times the upper limit of the laboratory normal range.
234,PMC3028347,S40,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Study sample.,"the study was approved by the institutional review boards of the eunice kennedy shriver national institute of child health and human development (nichd), nih, and the phoenix area indian health service."
235,PMC3028347,S41,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Study sample.,written assent and consent were obtained from children and their parents.
236,PMC3028347,S42,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Study sample.,the study was overseen by a data and safety monitoring board convened by nichd.
237,PMC3028347,S44,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Design overview.,we conducted a single-center trial from september 2000 to august 2008.
238,PMC3028347,S45,['3a'],"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Design overview.,"after an outpatient screening visit, participants were admitted as inpatients to the nih clinical research center (crc) for assessment and then entered a 6-month randomized placebo-controlled double-blind treatment period and were then readmitted for reassessment."
239,PMC3028347,S46,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Design overview.,participants who completed the randomized phase were offered an additional 6 months of open-label metformin.
240,PMC3028347,S48,['5'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",Randomization and interventions.,"we randomly assigned participants in a 1:1 randomization ratio to receive metformin hydrochloride or placebo, twice daily with meals."
241,PMC3028347,S49,['8a'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",Randomization and interventions.,"investigators assigned consecutive code numbers to participants from prespecified lists stratified by race/ethnicity, sex, and degree of pubertal development."
242,PMC3028347,S50,"['8b', '11b', '8a']","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0]",Randomization and interventions.,the crc pharmaceutical development section used permuted blocks with stratification to generate allocations that translated code numbers into study group assignments by using a pseudo-random number program and prepared identically appearing placebo and metformin (u.s.p.
243,PMC3028347,S51,"['11b', '8b', '8a']","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0]",Randomization and interventions.,"grade; sst corporation, clifton, nj) capsules (250 mg/capsule)."
244,PMC3028347,S52,['9'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",Randomization and interventions.,pharmacy personnel not involved with the conduct of the study dispensed study capsules in containers that differed only by participant code number.
245,PMC3028347,S53,['11a'],"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Randomization and interventions.,"no participant, investigator, or other medical or nursing staff interacting with participants was aware of study group assignments during the trial."
246,PMC3028347,S54,['5'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",Randomization and interventions.,"once baseline assessments were completed, subject’s study medication dose was progressively increased according to a prespecified algorithm over a 3-week period, starting with 500 mg twice daily and increasing to a maximum dose of 1,000 mg twice daily."
247,PMC3028347,S55,['5'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",Randomization and interventions.,the typical adult maximum dose was selected as the goal because the weight of the severely obese participants to be enrolled (table 1) was anticipated to be similar to that of adults.
248,PMC3028347,S56,['5'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",Randomization and interventions.,we decreased the dose by 250 mg/dose for 1 week when participants reported difficulty tolerating study medication and then attempted to increase it.
249,PMC3028347,S57,['5'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",Randomization and interventions.,study medication dose was progressively lowered by 250 mg/day if a prescribed dosage could not be tolerated after a 7-day trial.
250,PMC3028347,S58,['5'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",Randomization and interventions.,"once a tolerated dose was found, attempts were made to increase the dosage prescribed."
251,PMC3028347,S59,['5'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",Randomization and interventions.,study medication was discontinued if 250 mg/day was not tolerated.
252,PMC3028347,S60,['5'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",Randomization and interventions.,a daily chewable multivitamin (flintstones complete) containing 6 μg cyanocobalamin was also prescribed.
253,PMC3028347,S61,['5'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",Randomization and interventions.,"after conclusion of the randomized phase, participants were prescribed increasing doses of commercially available metformin in two divided doses with a maximum dose of 2,000 mg/day plus a daily multivitamin for an additional 6 months."
254,PMC3028347,S62,['5'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",Randomization and interventions.,"table 1 baseline participant characteristics          during both study phases, each participant and a parent/guardian met monthly with a dietitian who administered a weight-reduction lifestyle modification program that promoted a reduced-energy diet, increased physical activity, and decreased inactivity."
255,PMC3028347,S63,['5'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",Randomization and interventions.,participants were trained to complete a baseline 7-day food diary that was reviewed by a registered dietitian.
256,PMC3028347,S64,['5'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",Randomization and interventions.,these data were used to offer individualized prescriptions for a “traffic light” style (42) 500 kcal/day–deficit diet that reduced fat and energy intake.
257,PMC3028347,S65,['5'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",Randomization and interventions.,the exercise prescription consisted of encouraging 30 min of aerobic exercise every day and inclusion of lifestyle exercise whenever possible and was monitored by pedometer readings recorded by parents.
258,PMC3028347,S66,['5'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",Randomization and interventions.,"adherence was gauged through self-monitoring of medication taken, food eaten, activity performed, amount of inactive time, and pedometer readings recorded in a progress book that was reviewed monthly."
259,PMC3028347,S68,['6a'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Initial assessment.,"subjects who met inclusion criteria were admitted as inpatients to the crc for the following measurements: weight in a hospital gown using a calibrated digital scale (life measurement instruments, concord, ca); height in triplicate using a stadiometer (holtain, crymych, u.k.) calibrated before each measurement; abdominal and hip circumferences (assessed in triplicate) and triceps skinfold thickness (lange calipers; cambridge scientific industries, cambridge, md) by trained research dietitians (c.g.s. and n.g.s.); blood pressure using an automated sphygmomanometer (dinamap-plus; critikon, tampa, fl) measured in the seated position after at least 5 min rest; a hand roentgenogram for determination of skeletal age; whole-body fat mass by dual-energy x-ray absorptiometry (dexa) (4500a; hologic, bedford, ma; software version 11.2) and by air displacement plethysmography; and intra-abdominal and subcutaneous abdominal adipose tissue by magnetic resonance imaging at l2–l3 and l4–l5 (t1-weighted spin-echo images, 0.5 t, relaxation time 400 ms, time of excitation 10 ms, number of repetitions of excitations 10)."
260,PMC3028347,S69,['6a'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Initial assessment.,a 2-h hyperglycemic (200 mg/dl) clamp was also performed at baseline and follow-up admissions to estimate insulin sensitivity and first-phase insulin secretion as previously described (43).
261,PMC3028347,S70,['6a'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Initial assessment.,first-phase insulin was calculated as the mean of measurements obtained during the first 15 min.
262,PMC3028347,S71,['6a'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Initial assessment.,"whole-body glucose uptake (metabolic rate: m) was defined as the infusion rate of exogenous glucose administered, corrected for urinary glucose losses and the glucose space correction."
263,PMC3028347,S72,['6a'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Initial assessment.,as a measure of insulin sensitivity (siclamp) the ratio of metabolic rate to steady-state insulin (m/i) was calculated.
264,PMC3028347,S73,['6a'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Initial assessment.,"at baseline and follow-up, samples obtained in the fasted state were collected for measurement of alt, ast, total and hdl cholesterol, direct ldl cholesterol, and triglycerides (synchron lx20; beckman coulter, fullerton, ca)."
265,PMC3028347,S74,['6a'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Initial assessment.,"plasma for glucose was collected in tubes containing powdered sodium fluoride and measured by the nih crc clinical laboratory using a roche diagnostics (indianapolis, in) analyzer."
266,PMC3028347,S75,['6a'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Initial assessment.,c-reactive protein was measured by a high-sensitivity assay (immage immunochemistry systems; beckman coulter) with sensitivity of 0.020 mg/dl.
267,PMC3028347,S76,['6a'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Initial assessment.,"vitamin b12 and insulin were measured by chemiluminescent immunoassays using siemens healthcare diagnostics (los angeles, ca) immulite instruments."
268,PMC3028347,S77,['6a'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Initial assessment.,fasting samples were used to estimate insulin resistance by the homeostasis model assessment–insulin resistance (homa-ir) index = insulin (μu/ml) × [glucose (mmol/l)/22.5].
269,PMC3028347,S78,['6a'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Initial assessment.,"diagnosis of pediatric metabolic syndrome was made when three or more components were present from among the following: waist circumference, blood pressure, and triglycerides ≥90th percentile for age and sex; hdl cholesterol ≤10th percentile for age and sex; and fasting glucose ≥100 mg/dl (44)."
270,PMC3028347,S79,['6a'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Initial assessment.,subjects and parents were also interviewed by a clinical pharmacist who used a structured questionnaire containing a comprehensive list of symptoms designed to identify potential adverse drug reactions (45).
271,PMC3028347,S81,['6a'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Outcomes and follow-up measures.,"the prespecified primary study end point was change in bmi sd score (bmi z), as determined at the end of the 6-month randomized treatment phase."
272,PMC3028347,S82,['6a'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Outcomes and follow-up measures.,"secondary outcomes were changes in bmi, body weight, and fat mass at the conclusion of the randomized phase."
273,PMC3028347,S83,['6a'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Outcomes and follow-up measures.,"tertiary outcomes included changes in skinfold thickness, body circumferences, visceral adipose tissue, insulin resistance, and laboratory components of the metabolic syndrome."
274,PMC3028347,S84,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Outcomes and follow-up measures.,participants were seen monthly and exchanged their unused study medication for a new supply at each visit.
275,PMC3028347,S85,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Outcomes and follow-up measures.,we used the tally of returned capsules to assess adherence.
276,PMC3028347,S86,['6a'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Outcomes and follow-up measures.,"measurements of bmi, blood pressure, liver function, plasma lactate, and serum vitamin b12 were obtained at each visit, along with an interim history obtained using a structured list of queries."
277,PMC3028347,S87,['5'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",Outcomes and follow-up measures.,"after 6 months of treatment, subjects were re-evaluated and then offered open-label metformin for a second 6-month treatment period with continued monthly visits."
278,PMC3028347,S89,['7a'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",Statistical analysis.,power was based on prior data we collected examining bmi change over 6 months in obese 6- to 11-year-old children with hyperinsulinemia.
279,PMC3028347,S90,['7a'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",Statistical analysis.,"we calculated that among severely obese children, a total sample size of 60 participants would detect a between-group difference of 0.09 bmi sd score units (approximately equivalent to a 2 kg/m2 difference) with 80% power."
280,PMC3028347,S91,['7a'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",Statistical analysis.,participant accrual was set at 100 participants to allow as much as 40% loss to follow-up (46).
281,PMC3028347,S92,['12a'],"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Statistical analysis.,"the reported primary data analyses were prespecified and analyzed using spss for windows, version 14.0 (spss, chicago, il)."
282,PMC3028347,S93,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Statistical analysis.,interim analyses for efficacy were performed by the data safety monitoring board when 40 and 70 subjects had been enrolled for 6 months of randomized phase treatment.
283,PMC3028347,S94,['12a'],"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Statistical analysis.,"using the lan-demets implementation of the o’brien-fleming method, the critical two-tailed α values were defined for each look, such that a p value of 0.04515 was considered significant at the end of the study."
284,PMC3028347,S95,['12a'],"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Statistical analysis.,we assessed efficacy in the intention-to-treat sample of all randomly assigned participants using a multiple imputation model for missing data under a missing-at-random assumption.
285,PMC3028347,S96,['12a'],"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Statistical analysis.,"by using norm, version 2.03 (pennsylvania state university, state university park, pa), we included all available baseline and follow-up measures in an imputation model."
286,PMC3028347,S97,['12a'],"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Statistical analysis.,"the imputation datasets were obtained using a sequential chain of 1,200 iterations using initial parameter estimates supplied by running the expectation-maximization (em) algorithm."
287,PMC3028347,S98,['12a'],"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Statistical analysis.,"starting after the first 200 iterations, data were sampled with 50 iterations between successive imputations."
288,PMC3028347,S99,['12a'],"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Statistical analysis.,"each of the imputation-completed datasets was then analyzed separately using the prespecified ancova model with spss for windows, version 14.0."
289,PMC3036630,S43,['4b'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",Patients,"thirty-two patients with mild to moderately severe copd were included from two respiratory clinics in amsterdam, the netherlands."
290,PMC3036630,S44,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Patients,the definition of copd was based on gold[1].
291,PMC3036630,S45,['4a'],"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Patients,"inclusion criteria were symptoms of dyspnea, chronic cough or sputum production, current or ex-smoker with at least 20 packyears of smoking history, postbronchodilator fev1 >1.5 liter and >50% of predicted value, fev1/fvc <0.70 and clinically stable for ≥ 4 weeks prior to recruitment."
292,PMC3036630,S46,['4a'],"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Patients,"exclusion criteria were (inhaled) steroid therapy or antibiotic treatment or exacerbation or chest infection ≤ 4 weeks prior to recruitment, treatment with β-blockers, respiratory disease other than copd including known asthma or allergic rhinitis and contra-indications for challenge testing according to international guidelines[15]."
293,PMC3036630,S47,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Patients,patients were asked to withhold strenuous exercise and smoking for 6 hrs and eating for 2 hrs; caffeine and short-acting bronchodilators for 8 hrs; long-acting bronchodilators for 48 hrs; short-acting anti-cholinergics for 24 hrs; long-acting anti-cholinergics and anti-histamines for 72 hrs; and leukotriene antagonists for 4 days prior to the mannitol challenge.
294,PMC3036630,S48,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Patients,the study was approved by the hospital medical ethics committee and all patients gave their written informed consent.
295,PMC3036630,S49,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Patients,"the study was registered in the netherlands trial register under ntr 1283, was designed, performed and analysed by the authors, and was not sponsored by others than the academic medical centre, amsterdam, the netherlands itself."
296,PMC3036630,S51,['3a'],"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Study design,the study had a cross-sectional design with two studies days comprising randomized challenges with hypertonic saline and mannitol (figure 1).
297,PMC3036630,S52,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Study design,"at a separate screening visit, inclusion and exclusion criteria were examined, postbronchodilator (400 μg salbutamol) spirometry was performed and diffusion capacity was measured."
298,PMC3036630,S53,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Study design,figure 1 study design.
299,PMC3036630,S54,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Study design,the sequence of the two study visits was randomized [interval (median (range)):7(7-15) days].
300,PMC3036630,S55,['5'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",Study design,on one day sputum was induced by hypertonic saline and a venous blood sample was obtained.
301,PMC3036630,S56,['5'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",Study design,"on the other day exhaled nitric oxide was measured first, followed by assessment of atopy and mannitol challenge testing."
302,PMC3036630,S59,['6a'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Measurements,"spirometry (masterscreenpneumo; jaeger; würzburg, germany) was performed by a trained respiratory technician according to the latest recommendations[16]."
303,PMC3036630,S60,['6a'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Measurements,"diffusion capacity of the lung for carbon monoxide (dl, co) was measured according to the recommendations using the single breath method and was corrected for haemoglobin[17]."
304,PMC3036630,S62,['5'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",Measurements,"mannitol challenge was performed using a commercially available kit (pharmaxis ltd; sydney, australia) as described by anderson et al[8]."
305,PMC3036630,S63,['5'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",Measurements,"patients inhaled sequential doses of 5, 10, 20, 40, 80, 160, 160 and 160 mg of mannitol via the inhaler."
306,PMC3036630,S64,['5'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",Measurements,the test stopped when 15% fall in fev1 was achieved or the cumulative dose of 635 mg had been administered.
307,PMC3036630,S65,['6a'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Measurements,"response-dose-ratio (rdr) was calculated as the%fall in fev1 at the last dose, divided by the total cumulative dose mannitol (%fall.mg) in milligrams administered[18]."
308,PMC3036630,S66,['5'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",Measurements,"if a patient had to cough spontaneously during the mannitol challenge, he or she was asked to expectorate."
309,PMC3036630,S67,['5'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",Measurements,this sputum was labeled as mannitol-induced sputum.
310,PMC3036630,S69,['5'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",Measurements,"prior to sputum induction, patients inhaled 200 μg salbutamol."
311,PMC3036630,S70,['5'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",Measurements,sputum was induced by inhalation of nacl 4.5% during 3 × 5 min intervals[19].
312,PMC3036630,S71,['5'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",Measurements,this sputum was labeled as induced sputum.
313,PMC3036630,S72,['6a'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Measurements,whole sputum samples were processed according to a protocol that has been validated in our laboratory[20].
314,PMC3036630,S73,['6a'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Measurements,differential cell counts were expressed as the percentage of non-squamous cells.
315,PMC3036630,S74,['6a'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Measurements,absolute cell numbers were calculated as (% cell × total cell count)/sputum weight.
316,PMC3036630,S75,['6a'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Measurements,sputum samples containing >80% non-squamous cells were excluded from analysis.
317,PMC3036630,S76,['6a'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Measurements,all sputum cell counts were performed by one experienced and qualified technician blinded to the clinical details.
318,PMC3036630,S77,['6a'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Measurements,as an extra control 10% of the samples were analyzed by a second technician.
319,PMC3036630,S79,['6a'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Measurements,"levels of eosinophil cationic protein (ecp; detection limit >60 pg/ml), myeloperoxidase (mpo; detection limit >1.5 ng/ml), interleukin-8 (il-8; detection limit >19.1 pg/ml) and alpha-2-macroglobulin (α2m; detection limit >2.1 mg/ml) were measured by enzyme-linked immunosorbent assays (elisa)[21,22]."
320,PMC3036630,S81,['6a'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Measurements,"feno was measured with a portable rapid-response chemoluminescent analyser (flow rate 50 ml/s; niox system, aerocrine, sweden) according to recent guidelines[23]."
321,PMC3036630,S83,['12a'],"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Measurements,the relationship between ahr to mannitol (rdr) and the markers of airway inflammation were analyzed using pearson's correlation coefficient (rp).
322,PMC3036630,S84,['12a'],"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Measurements,non-normally distributed data were log-transformed for further analysis.
323,PMC3036630,S85,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Measurements,"if no cells were counted, a value of 0.1 was taken before log-transformation."
324,PMC3036630,S86,['12a'],"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Measurements,"receiver operating characteristic (roc) curves were constructed, using rdr against eosinophilic vs non eosinophilic copd (threshold 2.5% sputum eosinophils)."
325,PMC3036630,S87,['12a'],"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Measurements,wilcoxon signed rank test and bland-altman analysis was used to compare cell counts of the two sputum samples.
326,PMC3036630,S88,['7a'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",Measurements,a sample size estimation showed that the detectable value of the correlation (r) under the alternative hypothesis with a sample of 23 patients (n) is between 1-0.55 (power = 0.808; alpha = 0.05).
327,PMC3036630,S89,['7a'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",Measurements,"therefore, thirty-two patients were recruited taking into account an expected 10% drop-out rate and a 20% probability of missing or non-valid data."
328,PMC3070271,S34,['4b'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",Patients,this was a multicentre trial including six centres.
